日期,指數,量,5ma趨勢,20ma趨勢,均差,上市多頭家數,上市空頭家數,上櫃多頭家數,上櫃空頭家數,外資買超,op OI,匯率,特殊信號,上市強勢主流,上櫃強勢主流,上市弱勢主流,上櫃弱勢主流,買權留倉最大量,買權留倉次量,賣權留倉最大量,賣權留倉次量,買權留倉增加最多,賣權留倉增加最多,多頭家數,空頭家數,tse_buy,tse_sell,otc_buy,otc_sell,八大行庫,台指期
2020-04-17,10597.04,2332,多 :0.85,多 :0.71,557,647.5,7.5,498.0,24.5,203,180.06,30.101999999999997,起漲日,"['半導體業(5.6)', '其他電子業(1.75)', '光電業(1.55)', '電機機械(1.32)']",['觀光事業(1.21)'],[],"['線上遊戲業(-4.14)', '文化創意業(-2.87)', '化學工業(-1.11)']",11000.0, 11100   7439(  2178),10000.0,  9000   5294(   278),10800.0,10000.0,500,13,1073.6481254546134,1112.6252145953868,190.6093003602916,336.5219891097084,4.7,10561
2020-04-16,10375.48,1576,多 :0.50,多 :0.48,538,723.5,6.0,541.5,26.5,-124,182.64,30.12,,[],"['資訊服務類(1.75)', '電子零組件類(1.63)', '生技醫療類(1.61)', '電子通路類(1.47)', '光電業類(1.35)']","['玻璃陶瓷(-2.24)', '汽車工業(-1.82)', '紡織纖維(-1.71)', '觀光事業(-1.56)', '橡膠工業(-1.49)', '金融保險(-1.49)', '塑膠工業(-1.38)', '航運業(-1.23)', '其他(-1.21)', '電器電纜(-1.17)', '鋼鐵工業(-1.14)']",[],11000.0, 10600   6323(   909),10000.0,  9000   5016(  1567),10400.0,9800.0,617,12,793.4489695754486,680.7044430045514,233.31508839909927,139.15558436090072,29.9,10302
2020-04-15,10447.21,1949,多 :0.61,多 :0.38,534,790.5,9.5,573.0,29.0,-36,207.67,30.031,多頭k,"['觀光事業(4.48)', '玻璃陶瓷(3.19)', '造紙工業(2.39)', '航運業(2.27)', '汽車工業(2.16)', '電子零組件業(2.08)', '化學工業(1.93)', '金融保險(1.68)', '建材營造(1.58)', '化學生技醫療(1.44)', '資訊服務業(1.41)', '電子通路業(1.4)', '其他(1.36)', '鋼鐵工業(1.34)', '油電燃氣業(1.12)', '塑膠工業(1.01)']","['觀光事業(3.82)', '航運業(2.29)', '電子零組件類(2.26)', '電腦及週邊類(2.14)', '建材營造(1.58)', '其他電子類(1.44)', '電子工業(1.35)', '電機機械(1.25)', '化學工業(1.24)', '其他(1.23)', '光電業類(1.20)', '半導體類(1.15)']",[],[],11000.0, 10600   5414( -5769),10000.0,  9000   3449( -8073),11300.0,10600.0,989,11,1122.281153832212,713.8143084677879,224.1080199315681,189.71352812843185,5.6,10450
2020-04-14,10332.94,1580,多 :0.67,多 :0.11,508,815.5,11.0,609.5,32.0,151,191.24,30.071,起漲日,"['電子零組件業(3.9)', '光電業(3.16)', '半導體業(2.63)', '汽車工業(2.63)', '其他(2.6)', '紡織纖維(2.51)', '塑膠工業(2.49)', '電機機械(2.43)', '金融保險(2.43)', '橡膠工業(2.39)', '電腦及週邊設備業(2.22)', '水泥工業(1.93)', '其他電子業(1.83)', '生技醫療業(1.79)', '化學生技醫療(1.76)', '航運業(1.73)', '化學工業(1.72)', '觀光事業(1.65)', '玻璃陶瓷(1.62)', '建材營造(1.58)', '貿易百貨(1.51)', '電子通路業(1.44)', '造紙工業(1.28)', '通信網路業(1.14)', '油電燃氣業(1.09)', '資訊服務業(1.06)', '鋼鐵工業(1.01)']","['半導體類(2.87)', '其他電子類(2.65)', '電子工業(2.45)', '光電業類(2.23)', '通信網路業(2.13)', '電子零組件類(2.07)', '電腦及週邊類(1.56)', '生技醫療類(1.50)', '觀光事業(1.49)', '電機機械(1.48)', '電子通路類(1.44)', '化學工業(1.31)', '紡織纖維(1.23)', '其他(1.17)', '文化創意業(1.14)', '航運業(1.14)', '線上遊戲業(1.02)']",[],[],10500.0, 10400  14246(  -177),10000.0, 10150  14609( 12153),10450.0,10300.0,734,13,1115.2718788018096,320.3970451881905,237.7255658509572,96.2985414090428,-1.1,10346
2020-04-13,10099.22,1189,多 :0.56,空:-0.17,451,822.0,14.5,604.0,38.0,-75,166.97,30.12,,['電器電纜(3.58)'],"['電子通路類(2.55)', '生技醫療類(2.11)', '航運業(1.90)']","['汽車工業(-1.8)', '油電燃氣業(-1.3)', '塑膠工業(-1.12)', '造紙工業(-1.1)', '航運業(-1.09)']","['紡織纖維(-1.80)', '線上遊戲業(-1.61)', '文化創意業(-1.37)', '半導體類(-1.22)']",10500.0, 10400  14423(   844),10000.0,  9700  14470(  1016),10350.0,10000.0,236,19,434.126823122007,628.0646120179929,128.46997076255184,162.77151369744817,25.6,10073
2020-04-10,10157.61,1223,多 :0.99,空:-0.38,379,802.5,16.0,561.0,46.5,0,173.63,30.103,,"['金融保險(2.62)', '電機機械(2.42)', '橡膠工業(2.26)', '電器電纜(2.03)', '建材營造(1.93)', '玻璃陶瓷(1.86)', '汽車工業(1.61)', '化學工業(1.48)', '其他(1.31)', '紡織纖維(1.14)', '鋼鐵工業(1.08)', '電子通路業(1.03)', '塑膠工業(1.02)']","['線上遊戲業(2.51)', '化學工業(2.19)', '文化創意業(2.18)', '電子通路類(2.10)', '通信網路業(1.96)', '其他電子類(1.43)', '紡織纖維(1.11)']","['光電業(-1.14)', '半導體業(-1.07)']",[],10500.0, 10400  13579(  2432),10000.0,  9700  13454(  1993),10500.0,9600.0,128,21,632.4068059907603,491.53170078923966,161.83217011473118,123.02904904526878,0.7,10133
2020-04-09,10119.43,1653,多 :0.83,空:-0.45,243,662.5,34.0,460.5,62.5,-74,177.12,30.151999999999997,,"['航運業(3.66)', '生技醫療業(1.85)']","['光電業類(1.58)', '線上遊戲業(1.09)', '觀光事業(1.00)']",['光電業(-2.3)'],"['通信網路業(-1.64)', '半導體類(-1.45)']",10500.0, 10400  11147(  2750),10000.0,  9000  11998(    75),10500.0,9900.0,81,24,588.6333941046796,949.5446847453204,128.11466088130544,269.2143382986946,33.4,10101
2020-04-08,10137.47,1706,多 :1.04,空:-0.43,117,466.5,44.0,323.5,79.5,3,184.91,30.16,多頭k,"['玻璃陶瓷(7.48)', '其他電子業(4.03)', '電子零組件業(3.71)', '航運業(3.55)', '水泥工業(3.51)', '橡膠工業(2.98)', '電器電纜(2.83)', '觀光事業(2.45)', '紡織纖維(2.05)', '其他(2.05)', '光電業(2.0)', '塑膠工業(1.75)', '化學工業(1.73)', '鋼鐵工業(1.63)', '建材營造(1.6)', '造紙工業(1.58)', '汽車工業(1.45)', '食品工業(1.18)', '化學生技醫療(1.16)', '電機機械(1.12)', '電子通路業(1.04)', '油電燃氣業(1.03)']","['電子零組件類(4.43)', '光電業類(3.26)', '紡織纖維(2.88)', '電子通路類(2.76)', '電子工業(2.43)', '電腦及週邊類(2.24)', '半導體類(2.11)', '電機機械(2.05)', '其他電子類(1.91)', '化學工業(1.88)', '生技醫療類(1.82)', '資訊服務類(1.80)', '其他(1.61)', '建材營造(1.40)']",[],[],10500.0, 10000  10192(   -48),9000.0,  8400  11661(  2052),10500.0,10000.0,82,27,1112.753502538385,458.127271661615,273.36184247209314,122.17409270790688,11.5,10127
2020-04-07,9996.39,1741,多 :0.61,空:-0.67,-26,267.0,49.5,185.5,84.5,34,173.2,30.151999999999997,多頭k,"['玻璃陶瓷(3.14)', '半導體業(2.86)', '電子零組件業(2.71)', '紡織纖維(2.57)', '橡膠工業(2.48)', '塑膠工業(2.47)', '其他(2.21)', '水泥工業(2.12)', '光電業(1.92)', '觀光事業(1.72)', '資訊服務業(1.7)', '化學工業(1.58)', '電器電纜(1.57)', '其他電子業(1.57)', '航運業(1.39)', '油電燃氣業(1.31)', '電機機械(1.3)', '貿易百貨(1.17)', '建材營造(1.0)']","['電子通路類(3.21)', '其他電子類(2.67)', '光電業類(2.63)', '電子零組件類(2.62)', '半導體類(2.58)', '航運業(2.57)', '電子工業(2.50)', '資訊服務類(2.31)', '電腦及週邊類(2.20)', '通信網路業(1.86)', '電機機械(1.76)', '觀光事業(1.36)', '紡織纖維(1.32)', '文化創意業(1.32)', '生技醫療類(1.21)', '化學工業(1.21)', '其他(1.14)']",[],[],10000.0, 10500   8015(   145),9000.0,  7300  11093(   379),10100.0,9800.0,48,43,1026.6245966471242,578.9805054128756,240.9054486138289,158.15570190617106,8.7,9997
2020-04-06,9818.74,1531,多 :0.17,空:-0.85,-151,159.5,51.5,103.5,86.5,21,171.57,30.231,,"['食品工業(3.85)', '電機機械(3.5)', '塑膠工業(3.2)', '汽車工業(3.01)', '油電燃氣業(2.84)', '電腦及週邊設備業(2.83)', '光電業(2.55)', '生技醫療業(2.27)', '半導體業(1.78)', '通信網路業(1.77)', '資訊服務業(1.74)', '化學生技醫療(1.71)', '電子零組件業(1.69)', '鋼鐵工業(1.28)', '電子通路業(1.2)', '化學工業(1.16)', '紡織纖維(1.11)']","['線上遊戲業(6.26)', '文化創意業(4.53)', '電腦及週邊類(3.14)', '半導體類(3.05)', '生技醫療類(2.42)', '電子工業(2.24)', '其他電子類(1.95)', '電子通路類(1.34)', '資訊服務類(1.17)']",[],['觀光事業(-1.16)'],10000.0, 10500   7870(  1185),9000.0,  7300  10714(   674),10500.0,8900.0,27,59,902.5509359612782,484.07741348872185,223.42233767737147,88.58787996262853,-16.9,9826
2020-04-01,9663.63,1205,多 :0.04,空:-0.86,-253,90.5,37.0,62.0,67.5,-47,180.53,30.308000000000003,,"['資訊服務業(1.06)', '光電業(1.04)']","['電子通路類(1.99)', '其他電子類(1.85)', '生技醫療類(1.45)', '通信網路業(1.29)', '線上遊戲業(1.27)', '文化創意業(1.13)']","['油電燃氣業(-3.83)', '汽車工業(-1.98)', '水泥工業(-1.43)', '塑膠工業(-1.17)']",[],10000.0, 10200   6923(   509),9000.0,  8400  11254(    20),9800.0,9300.0,26,50,496.5964024566441,584.3598682333559,133.63203483028914,108.19782922971085,5.9,9552
2020-03-31,9708.06,1471,多 :0.88,空:-0.80,-343,65.0,34.5,43.0,69.5,-58,165.01,30.254,,"['食品工業(3.32)', '貿易百貨(2.62)', '建材營造(1.78)', '電腦及週邊設備業(1.76)', '半導體業(1.72)', '電子通路業(1.15)']","['資訊服務類(1.45)', '電機機械(1.16)', '生技醫療類(1.07)', '通信網路業(1.05)']",[],[],10000.0, 11000   6915(   -31),9000.0,  8400  11234(   409),9600.0,9600.0,24,51,665.0954262750607,684.0091407549393,113.71371697846598,173.56844606153405,16.5,9596
2020-03-30,9629.43,1266,多 :1.56,空:-0.76,-508,37.0,65.5,22.5,97.0,-48,165.9,30.233,,"['生技醫療業(1.53)', '資訊服務業(1.31)']","['線上遊戲業(2.16)', '資訊服務類(1.42)', '文化創意業(1.32)']","['半導體業(-1.62)', '光電業(-1.61)', '其他(-1.36)', '鋼鐵工業(-1.34)', '電器電纜(-1.26)', '航運業(-1.03)', '通信網路業(-1.0)']",['其他(-1.31)'],10000.0, 11000   6946(   -32),9000.0,  8400  10825(  1034),10200.0,9400.0,19,56,624.1718922616699,455.39060833833014,174.8332096892196,79.28521736078038,9.7,9576
2020-03-27,9698.92,1816,多 :0.99,空:-0.78,-733,19.0,198.0,13.5,194.0,-96,173.83,30.236,出貨日,"['汽車工業(2.0)', '金融保險(1.89)', '化學工業(1.07)', '其他(1.07)']","['線上遊戲業(1.56)', '光電業類(1.47)', '生技醫療類(1.23)', '文化創意業(1.22)']","['半導體業(-1.99)', '造紙工業(-1.94)', '光電業(-1.49)', '食品工業(-1.26)', '電機機械(-1.05)']",['半導體類(-1.05)'],10000.0, 11000   6978(   525),9000.0,  8800   9974(  -188),10800.0,9800.0,11,39,555.9284932262167,1089.0889163237832,123.68215195297974,269.99539504702017,23.5,9583
2020-03-26,9736.36,1542,多 :2.31,空:-0.82,-906,8.5,349.5,14.0,290.5,86,182.99,30.306,,"['汽車工業(5.76)', '生技醫療業(3.23)', '其他(2.3)', '電子通路業(2.14)', '光電業(2.1)', '電腦及週邊設備業(2.09)', '電機機械(1.92)', '電子零組件業(1.78)', '化學生技醫療(1.74)', '造紙工業(1.62)', '貿易百貨(1.45)', '油電燃氣業(1.43)', '半導體業(1.3)', '觀光事業(1.24)']","['線上遊戲業(3.32)', '通信網路業(3.15)', '電腦及週邊類(3.03)', '文化創意業(2.45)', '半導體類(2.02)', '電子工業(2.02)', '電子零組件類(1.94)', '紡織纖維(1.83)', '觀光事業(1.69)', '生技醫療類(1.65)', '其他電子類(1.41)', '建材營造(1.37)', '航運業(1.31)']",['橡膠工業(-1.12)'],['電子通路類(-1.02)'],10000.0, 11000   6453(  1993),9000.0,  8800  10162(   390),9600.0,8600.0,14,40,788.7708228580659,585.0463210219341,203.39311374749118,128.43969872250878,-1.8,9638
2020-03-25,9644.75,1845,多 :0.94,空:-0.91,-1202,5.0,484.5,9.5,406.0,-22,198.07,30.325,,"['汽車工業(8.28)', '塑膠工業(6.17)', '光電業(5.86)', '紡織纖維(5.66)', '其他(5.64)', '電機機械(5.48)', '電子零組件業(5.31)', '建材營造(4.71)', '玻璃陶瓷(4.4)', '觀光事業(4.37)', '航運業(4.31)', '電子通路業(3.98)', '半導體業(3.76)', '金融保險(3.73)', '電器電纜(3.72)', '電腦及週邊設備業(3.54)', '其他電子業(3.36)', '生技醫療業(3.15)', '資訊服務業(3.05)', '化學生技醫療(3.0)', '化學工業(2.91)', '橡膠工業(2.58)', '鋼鐵工業(2.41)', '通信網路業(2.35)', '造紙工業(2.14)', '貿易百貨(1.94)', '水泥工業(1.5)', '油電燃氣業(1.42)']","['半導體類(5.21)', '電子工業(4.40)', '電子零組件類(4.28)', '電腦及週邊類(4.25)', '其他電子類(4.03)', '生技醫療類(3.78)', '化學工業(3.58)', '光電業類(3.51)', '電機機械(3.43)', '其他(3.31)', '資訊服務類(3.24)', '紡織纖維(3.15)', '觀光事業(3.11)', '建材營造(2.82)', '電子通路類(2.23)', '文化創意業(2.00)', '線上遊戲業(1.70)', '鋼鐵工業(1.60)', '航運業(1.23)', '通信網路業(1.21)']",[],[],10000.0, 11700   6223(   -70),9000.0,  8800   9772(   264),10000.0,9000.0,11,43,1185.5473265611631,468.0104448388365,238.65257264651194,129.58496854348803,0.9,9583
2020-03-24,9285.62,1548,空:-0.34,空:-1.07,-1382,4.0,565.0,8.0,463.5,52,164.88,30.316,,"['油電燃氣業(7.39)', '汽車工業(6.53)', '光電業(5.65)', '塑膠工業(5.56)', '電子零組件業(5.33)', '電腦及週邊設備業(5.27)', '食品工業(5.17)', '半導體業(5.16)', '觀光事業(5.08)', '紡織纖維(4.56)', '其他(4.51)', '水泥工業(4.34)', '電子通路業(4.32)', '電機機械(3.89)', '建材營造(3.67)', '金融保險(3.5)', '其他電子業(3.46)', '航運業(3.24)', '資訊服務業(3.23)', '生技醫療業(3.12)', '化學生技醫療(2.86)', '化學工業(2.6)', '通信網路業(1.94)', '橡膠工業(1.87)', '電器電纜(1.87)', '玻璃陶瓷(1.85)', '貿易百貨(1.84)', '鋼鐵工業(1.49)', '造紙工業(1.44)']","['線上遊戲業(7.59)', '文化創意業(6.91)', '半導體類(5.75)', '其他電子類(5.29)', '電腦及週邊類(5.05)', '光電業類(4.95)', '紡織纖維(4.82)', '電子零組件類(4.71)', '通信網路業(4.55)', '資訊服務類(4.26)', '化學工業(3.90)', '觀光事業(3.79)', '生技醫療類(3.63)', '電機機械(3.57)', '建材營造(2.85)', '電子通路類(2.84)', '其他(2.48)']",[],['電子工業(-3.05)'],10000.0, 11700   6293(    31),8800.0,  8400   8471(  2061),9700.0,8400.0,7,105,978.9058924392816,366.6399249007186,215.1848054707965,63.52306546920347,-3.4,9193
2020-03-23,8890.03,1540,空:-1.79,空:-1.31,-1464,3.0,779.0,5.0,615.0,-158,139.89,30.405,,['造紙工業(2.75)'],[],"['紡織纖維(-4.82)', '半導體業(-4.74)', '其他電子業(-4.43)', '貿易百貨(-4.23)', '其他(-4.02)', '電機機械(-3.94)', '金融保險(-3.9)', '光電業(-3.83)', '汽車工業(-3.74)', '鋼鐵工業(-3.49)', '塑膠工業(-3.45)', '電腦及週邊設備業(-3.43)', '電子零組件業(-3.42)', '電子通路業(-3.11)', '食品工業(-3.04)', '電器電纜(-2.94)', '橡膠工業(-2.81)', '化學工業(-2.57)', '水泥工業(-2.48)', '玻璃陶瓷(-2.22)', '通信網路業(-2.22)', '化學生技醫療(-2.14)', '生技醫療業(-1.69)', '資訊服務業(-1.52)']","['電子通路類(-3.76)', '航運業(-3.66)', '生技醫療類(-3.60)', '半導體類(-3.50)', '電子零組件類(-3.46)', '光電業類(-3.30)', '其他電子類(-3.28)', '其他(-2.63)', '文化創意業(-2.60)', '線上遊戲業(-2.50)', '電腦及週邊類(-2.37)', '化學工業(-2.34)', '電機機械(-1.98)', '建材營造(-1.68)', '資訊服務類(-1.38)']",11700.0, 10000   5960(   174),8800.0,  9000   7423(  -155),9600.0,7300.0,5,437,510.1860061528222,801.2689070071779,98.74588741844336,128.84014067155658,35.4,8688
2020-03-20,9234.09,2370,空:-1.90,空:-1.15,-1438,3.0,832.5,5.0,648.5,-219,153.07,30.302,多頭k,"['水泥工業(9.18)', '光電業(8.46)', '半導體業(8.37)', '玻璃陶瓷(7.07)', '電子零組件業(6.65)', '其他電子業(6.58)', '金融保險(6.5)', '資訊服務業(6.27)', '汽車工業(6.05)', '塑膠工業(6.05)', '油電燃氣業(6.01)', '電腦及週邊設備業(6.0)', '電機機械(5.78)', '鋼鐵工業(5.53)', '電器電纜(5.46)', '觀光事業(5.42)', '造紙工業(5.35)', '建材營造(5.03)', '其他(4.78)', '生技醫療業(4.53)', '電子通路業(4.48)', '化學生技醫療(4.32)', '化學工業(4.16)', '航運業(3.82)', '紡織纖維(3.66)', '食品工業(3.58)', '橡膠工業(3.34)', '通信網路業(1.28)']","['通信網路業(7.48)', '半導體類(7.30)', '電子工業(6.94)', '電子通路類(6.82)', '化學工業(6.80)', '電子零組件類(6.69)', '其他電子類(6.54)', '生技醫療類(6.28)', '光電業類(6.26)', '線上遊戲業(6.24)', '電腦及週邊類(6.08)', '資訊服務類(5.75)', '電機機械(5.46)', '文化創意業(5.29)', '其他(4.96)', '觀光事業(4.63)', '建材營造(4.35)', '紡織纖維(3.47)', '鋼鐵工業(1.78)', '航運業(1.70)']",[],[],11700.0, 10000   5786(  1273),8800.0,  9000   7578(   444),10000.0,8400.0,5,115,1678.7061156362686,432.507320583732,270.98627014116545,84.07684693883455,2.2,9013
2020-03-19,8681.34,2711,空:-3.56,空:-1.40,-1383,2.5,919.5,6.0,731.5,-212,138.09,30.506,出貨日,[],[],"['光電業(-9.65)', '汽車工業(-9.37)', '生技醫療業(-8.86)', '其他(-8.41)', '橡膠工業(-8.02)', '玻璃陶瓷(-7.94)', '觀光事業(-7.89)', '化學生技醫療(-7.88)', '建材營造(-7.84)', '資訊服務業(-7.67)', '電子通路業(-7.35)', '造紙工業(-7.28)', '電子零組件業(-7.27)', '電機機械(-7.24)', '化學工業(-6.99)', '紡織纖維(-6.83)', '金融保險(-6.81)', '電器電纜(-6.62)', '塑膠工業(-6.33)', '航運業(-6.2)', '其他電子業(-6.13)', '水泥工業(-5.98)', '電腦及週邊設備業(-5.68)', '半導體業(-5.4)', '鋼鐵工業(-5.3)', '通信網路業(-2.2)', '油電燃氣業(-1.67)']","['線上遊戲業(-9.07)', '電子零組件類(-8.81)', '電機機械(-8.73)', '化學工業(-8.45)', '半導體類(-8.22)', '文化創意業(-8.18)', '電子工業(-8.07)', '光電業類(-8.03)', '電腦及週邊類(-8.01)', '紡織纖維(-7.93)', '生技醫療類(-7.85)', '電子通路類(-7.65)', '其他電子類(-7.64)', '資訊服務類(-7.41)', '建材營造(-6.84)', '其他(-6.68)', '觀光事業(-6.67)', '通信網路業(-6.39)', '鋼鐵工業(-4.04)', '航運業(-2.70)']",11700.0, 10000   4513(  1474),8800.0,  9000   7134(  -296),10000.0,7800.0,4,1576,506.67965736402533,1853.3016419359747,84.13542625095705,370.683427069043,60.9,8353
2020-03-18,9218.67,2123,空:-3.31,空:-1.10,-1189,4.5,920.0,8.5,722.0,-287,206.72,30.276,,['電器電纜(2.93)'],['航運業(1.07)'],"['塑膠工業(-6.06)', '觀光事業(-4.91)', '汽車工業(-4.74)', '玻璃陶瓷(-4.1)', '光電業(-3.43)', '水泥工業(-3.29)', '半導體業(-3.07)', '紡織纖維(-3.06)', '造紙工業(-2.91)', '航運業(-2.81)', '食品工業(-2.75)', '生技醫療業(-2.55)', '資訊服務業(-2.29)', '其他(-1.91)', '化學生技醫療(-1.81)', '金融保險(-1.7)', '油電燃氣業(-1.58)', '建材營造(-1.51)', '電機機械(-1.5)', '電腦及週邊設備業(-1.22)', '電子通路業(-1.19)', '鋼鐵工業(-1.14)', '電子零組件業(-1.11)', '化學工業(-1.08)']","['線上遊戲業(-4.82)', '文化創意業(-3.99)', '紡織纖維(-3.02)', '觀光事業(-2.42)', '生技醫療類(-2.40)', '電子零組件類(-2.05)', '電子通路類(-1.74)', '半導體類(-1.69)', '電機機械(-1.61)', '電子工業(-1.54)', '電腦及週邊類(-1.46)', '通信網路業(-1.26)', '資訊服務類(-1.20)', '化學工業(-1.02)']",11700.0, 11000   3867(-11179),8800.0,  9000   7430( -6471),9000.0,8000.0,7,1216,446.3348034283956,1447.2727265716046,98.72096023217865,263.3178150578213,53.4,9263
2020-03-17,9439.63,2379,空:-3.00,空:-1.04,-976,7.5,908.0,9.5,706.0,-230,107.34,30.25,出貨日,['貿易百貨(2.17)'],[],"['汽車工業(-6.65)', '玻璃陶瓷(-6.46)', '觀光事業(-6.08)', '航運業(-4.73)', '生技醫療業(-4.57)', '塑膠工業(-4.4)', '橡膠工業(-4.2)', '電子零組件業(-4.17)', '金融保險(-3.9)', '化學生技醫療(-3.77)', '其他(-3.75)', '建材營造(-3.51)', '水泥工業(-3.39)', '電機機械(-3.12)', '半導體業(-3.09)', '化學工業(-3.01)', '鋼鐵工業(-2.9)', '資訊服務業(-2.76)', '食品工業(-2.52)', '造紙工業(-2.46)', '紡織纖維(-2.38)', '光電業(-2.13)', '電器電纜(-2.09)', '電子通路業(-2.09)', '電腦及週邊設備業(-1.68)', '其他電子業(-1.18)']","['電子通路類(-6.72)', '紡織纖維(-6.49)', '光電業類(-5.40)', '其他電子類(-5.26)', '化學工業(-5.22)', '生技醫療類(-5.18)', '電子零組件類(-5.07)', '電機機械(-4.90)', '資訊服務類(-4.58)', '電子工業(-4.50)', '通信網路業(-4.43)', '半導體類(-4.15)', '電腦及週邊類(-4.05)', '其他(-3.84)', '觀光事業(-2.80)', '建材營造(-2.57)', '文化創意業(-2.03)', '鋼鐵工業(-1.75)', '航運業(-1.27)', '線上遊戲業(-1.01)']",12000.0, 11400  15574(   -98),9400.0,  8200  21080(  4827),9800.0,8900.0,6,1468,857.6902243898752,1263.4516632701248,165.27710421644719,239.66956806355282,29.7,9363
2020-03-16,9717.77,2111,空:-2.36,空:-0.93,-779,11.0,888.5,17.0,683.5,-333,104.65,30.22,,[],[],"['汽車工業(-6.74)', '光電業(-6.2)', '電子零組件業(-4.92)', '半導體業(-4.76)', '觀光事業(-4.66)', '電腦及週邊設備業(-4.44)', '其他電子業(-4.39)', '玻璃陶瓷(-4.26)', '金融保險(-4.23)', '油電燃氣業(-3.7)', '塑膠工業(-3.67)', '航運業(-3.66)', '其他(-3.64)', '水泥工業(-3.2)', '電機機械(-2.94)', '紡織纖維(-2.84)', '生技醫療業(-2.73)', '食品工業(-2.67)', '造紙工業(-2.51)', '化學生技醫療(-2.3)', '資訊服務業(-2.3)', '電器電纜(-2.07)', '通信網路業(-1.9)', '建材營造(-1.89)', '化學工業(-1.88)', '電子通路業(-1.64)', '橡膠工業(-1.33)', '鋼鐵工業(-1.23)']","['線上遊戲業(-6.50)', '半導體類(-6.16)', '文化創意業(-6.02)', '其他電子類(-5.60)', '紡織纖維(-5.41)', '電子工業(-5.12)', '資訊服務類(-4.62)', '電子零組件類(-3.93)', '光電業類(-3.93)', '電腦及週邊類(-3.79)', '通信網路業(-3.22)', '生技醫療類(-3.07)', '電機機械(-3.00)', '觀光事業(-2.76)', '化學工業(-2.35)', '其他(-2.31)']",10500.0, 11000  16684(   280),9400.0,  8200  16253(  1280),10000.0,9200.0,8,1390,403.41583143861845,1474.6118447713816,104.0497589681802,278.8469355018198,66.5,9668
2020-03-13,10128.87,3036,空:-2.18,空:-0.73,-632,18.5,874.5,26.0,667.0,-302,109.93,30.21,出貨日,[],[],"['生技醫療業(-6.82)', '玻璃陶瓷(-6.72)', '化學生技醫療(-6.47)', '化學工業(-6.1)', '紡織纖維(-6.06)', '其他(-5.84)', '電器電纜(-5.82)', '油電燃氣業(-5.22)', '電子零組件業(-5.08)', '航運業(-4.89)', '造紙工業(-4.88)', '鋼鐵工業(-4.8)', '觀光事業(-4.69)', '電機機械(-4.65)', '貿易百貨(-4.51)', '汽車工業(-4.29)', '建材營造(-4.13)', '橡膠工業(-4.11)', '塑膠工業(-3.93)', '食品工業(-3.76)', '資訊服務業(-2.97)', '電子通路業(-2.76)', '金融保險(-2.52)', '光電業(-1.84)', '通信網路業(-1.7)', '半導體業(-1.68)', '其他電子業(-1.45)', '水泥工業(-1.42)', '電腦及週邊設備業(-1.39)']","['生技醫療類(-7.34)', '化學工業(-6.60)', '電子通路類(-6.38)', '光電業類(-6.15)', '電子零組件類(-6.01)', '觀光事業(-5.55)', '紡織纖維(-5.55)', '其他(-5.39)', '電機機械(-5.34)', '資訊服務類(-5.10)', '其他電子類(-4.87)', '航運業(-4.74)', '通信網路業(-4.39)', '建材營造(-4.27)', '電腦及週邊類(-3.93)', '電子工業(-3.88)', '半導體類(-2.62)', '鋼鐵工業(-2.03)']",11000.0, 12000  16313(  -187),9400.0,  8200  14973(  2779),10400.0,8600.0,6,1525,1248.8157612114062,1428.1087040985938,258.51974018798404,242.078202872016,40.6,10021
2020-03-12,10422.32,2711,空:-1.96,空:-0.59,-476,36.0,817.5,45.0,610.5,-368,120.4,30.15,出貨日,[],[],"['光電業(-8.77)', '電子零組件業(-7.6)', '汽車工業(-6.56)', '紡織纖維(-6.33)', '生技醫療業(-6.06)', '電機機械(-5.77)', '電器電纜(-5.69)', '玻璃陶瓷(-5.56)', '其他電子業(-5.41)', '其他(-5.38)', '造紙工業(-5.28)', '化學生技醫療(-5.27)', '資訊服務業(-4.7)', '化學工業(-4.5)', '電腦及週邊設備業(-4.46)', '塑膠工業(-4.35)', '油電燃氣業(-4.31)', '航運業(-3.86)', '金融保險(-3.79)', '建材營造(-3.78)', '鋼鐵工業(-3.75)', '觀光事業(-3.62)', '半導體業(-3.58)', '食品工業(-3.42)', '電子通路業(-3.09)', '橡膠工業(-2.81)', '水泥工業(-2.77)', '貿易百貨(-2.47)', '通信網路業(-2.05)']","['線上遊戲業(-8.53)', '文化創意業(-7.81)', '通信網路業(-7.42)', '光電業類(-7.24)', '電子零組件類(-7.09)', '生技醫療類(-6.75)', '其他電子類(-6.65)', '電子工業(-6.21)', '電子通路類(-6.19)', '半導體類(-5.74)', '化學工業(-5.62)', '電腦及週邊類(-5.56)', '資訊服務類(-5.04)', '觀光事業(-4.55)', '電機機械(-4.54)', '紡織纖維(-4.45)', '其他(-4.11)', '建材營造(-3.84)', '航運業(-2.81)', '鋼鐵工業(-2.66)']",11000.0, 11400  16713(  -583),9400.0, 10000  13116(   345),11000.0,9200.0,8,1451,410.69461213807176,2047.6620781919285,74.05467871359723,436.6673942464028,73.9,10367
